K00001	E1.1.1.1, adh	alcohol dehydrogenase [EC:
ko04728	Dopaminergic synapse	NA
ko04730	Long-term depression	NA
ko04740	Olfactory transduction	NA
ko04742	Taste transduction	NA
ko04744	Phototransduction	NA
ko04745	Phototransduction - fly	NA
ko04750	Inflammatory mediator regulation of TRP channels	NA
ko04810	Regulation of actin cytoskeleton	NA
ko04910	Insulin signaling pathway	NA
ko04911	Insulin secretion	NA
ko04912	GnRH signaling pathway	NA
ko04913	Ovarian steroidogenesis	NA
ko04914	Progesterone-mediated oocyte maturation	NA
ko04915	Estrogen signaling pathway	NA
ko04916	Melanogenesis	NA
ko04917	Prolactin signaling pathway	NA
ko04918	Thyroid hormone synthesis	NA
ko04919	Thyroid hormone signaling pathway	NA
ko04920	Adipocytokine signaling pathway	NA
ko04921	Oxytocin signaling pathway	NA
ko04922	Glucagon signaling pathway	NA
ko04923	Regulation of lipolysis in adipocytes	NA
ko04924	Renin secretion	NA
ko04925	Aldosterone synthesis and secretion	NA
ko04930	Type II diabetes mellitus	NA
ko04931	Insulin resistance	NA
ko04932	Non-alcoholic fatty liver disease (NAFLD)	NA
ko04933	AGE-RAGE signaling pathway in diabetic complications	NA
ko04940	Type I diabetes mellitus	NA
ko04950	Maturity onset diabetes of the young	NA
ko04960	Aldosterone-regulated sodium reabsorption	NA
ko04961	Endocrine and other factor-regulated calcium reabsorption	NA
ko04962	Vasopressin-regulated water reabsorption	NA
ko04964	Proximal tubule bicarbonate reclamation	NA
ko04966	Collecting duct acid secretion	NA
ko04970	Salivary secretion	NA
ko04971	Gastric acid secretion	NA
ko04972	Pancreatic secretion	NA
ko04973	Carbohydrate digestion and absorption	NA
ko04974	Protein digestion and absorption	NA
ko04975	Fat digestion and absorption	NA
ko04976	Bile secretion	NA
ko04977	Vitamin digestion and absorption	NA
ko04978	Mineral absorption	NA
ko05010	Alzheimer's disease	NA
ko05012	Parkinson's disease	NA
ko05014	Amyotrophic lateral sclerosis (ALS)	NA
ko05016	Huntington's disease	NA
ko05020	Prion diseases	NA
ko05030	Cocaine addiction	NA
ko05031	Amphetamine addiction	NA
ko05032	Morphine addiction	NA
ko05033	Nicotine addiction	NA
ko05034	Alcoholism	NA
ko05100	Bacterial invasion of epithelial cells	NA
ko05110	Vibrio cholerae infection	NA
ko05111	Biofilm formation - Vibrio cholerae	NA
ko05120	Epithelial cell signaling in Helicobacter pylori infection	NA
ko05130	Pathogenic Escherichia coli infection	NA
ko05131	Shigellosis	NA
ko05132	Salmonella infection	NA
ko05133	Pertussis	NA
ko05134	Legionellosis	NA
ko05140	Leishmaniasis	NA
ko05142	Chagas disease (American trypanosomiasis)	NA
ko05143	African trypanosomiasis	NA
ko05144	Malaria	NA
ko05145	Toxoplasmosis	NA
ko05146	Amoebiasis	NA
ko05150	Staphylococcus aureus infection	NA
ko05152	Tuberculosis	NA
ko05160	Hepatitis C	NA
ko05161	Hepatitis B	NA
ko05162	Measles	NA
ko05164	Influenza A	NA
ko05166	HTLV-I infection	NA
ko05168	Herpes simplex infection	NA
ko05169	Epstein-Barr virus infection	NA
ko05200	Pathways in cancer	NA
ko05202	Transcriptional misregulation in cancer	NA
ko05203	Viral carcinogenesis	NA
ko05204	Chemical carcinogenesis	NA
ko05205	Proteoglycans in cancer	NA
ko05206	MicroRNAs in cancer	NA
ko05210	Colorectal cancer	NA
ko05211	Renal cell carcinoma	NA
ko05212	Pancreatic cancer	NA
ko05213	Endometrial cancer	NA
ko05214	Glioma	NA
ko05215	Prostate cancer	NA
ko05216	Thyroid cancer	NA
ko05217	Basal cell carcinoma	NA
ko05218	Melanoma	NA
ko05219	Bladder cancer	NA
ko05220	Chronic myeloid leukemia	NA
ko05221	Acute myeloid leukemia	NA
ko05222	Small cell lung cancer	NA
ko05223	Non-small cell lung cancer	NA
ko05224	Breast cancer	NA
ko05230	Central carbon metabolism in cancer	NA
ko05231	Choline metabolism in cancer	NA
ko05310	Asthma	NA
ko05320	Autoimmune thyroid disease	NA
ko05321	Inflammatory bowel disease (IBD)	NA
ko05322	Systemic lupus erythematosus	NA
ko05323	Rheumatoid arthritis	NA
ko05330	Allograft rejection	NA
ko05332	Graft-versus-host disease	NA
ko05340	Primary immunodeficiency	NA
ko05410	Hypertrophic cardiomyopathy (HCM)	NA
ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	NA
ko05414	Dilated cardiomyopathy	NA
ko05416	Viral myocarditis	NA
ko05418	Fluid shear stress and atherosclerosis	NA
G00001	N-Acetyl-D-glucosaminyldiphosphodolichol	(GlcNAc)1 (PP-Dol)1
G00002	N,N'-Chitobiosyldiphosphodolichol	(GlcNAc)2 (PP-Dol)1
G00018	DS 3	(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3 (Neu5Ac)2 (Asn)1
G00023	Tn antigen	(GalNAc)1 (Ser/Thr)1
G00024	T antigen	(Gal)1 (GalNAc)1 (Ser/Thr)1
G00035	Sialyl-Tn antigen	(GalNAc)1 (Neu5Ac)1 (Ser/Thr)1
G00036	Lc3Cer	(Gal)1 (Glc)1 (GlcNAc)1 (Cer)1
G00037	Lc4Cer	(Gal)2 (Glc)1 (GlcNAc)1 (Cer)1
G00039	Type IB glycolipid	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1
G00042	Type IA glycolipid	(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1
G00044	IV2Fuc-Lc4Cer;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1
G00045	IV2Fuc,III4Fuc-Lc4Cer;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1
G00046	Fuc-Lc4Cer;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1
G00047	3'-isoLM1;	(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)1 (Cer)1
G00048	Fuc-3'-isoLM1;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1 (Cer)1
G00050	Paragloboside;	(Gal)2 (Glc)1 (GlcNAc)1 (Cer)1
G00051	nLc5Cer	(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1
G00052	Type II B antigen	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1
G00054	Type II A antigen	(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1
G00055	IV2Fuc-nLc4Cer;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1
G00056	III3,IV2Fuc-nLc4Cer;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1
G00058	Type IIIH glycolipid	(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1
G00059	Type IIIA glycolipid	(Gal)3 (GalNAc)2 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1
G00060	III3Fuc-nLc4Cer;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1
G00061	Sialyl-6-paragloboside;	(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)1 (Cer)1
G00062	Sialyl-3-paragloboside;	(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)1 (Cer)1
G00063	IV3NeuAc,III3Fuc-nLc4Cer;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1 (Cer)1
G00064	3',8'-LD1	(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)2 (Cer)1
G00066	nLc5Cer	(Gal)2 (Glc)1 (GlcNAc)2 (Cer)1
G00067	nLc6Cer;	(Gal)3 (Glc)1 (GlcNAc)2 (Cer)1
G00068	nLc7Cer	(Gal)3 (Glc)1 (GlcNAc)3 (Cer)1
G00069	nLc8Cer	(Gal)4 (Glc)1 (GlcNAc)3 (Cer)1
G00071	VI2Fuc-nLc6	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1
G00075	Type IIIAb	(Gal)4 (GalNAc)2 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1
G00076	III3Fuc-nLc6Cer	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1
G00078	iso-nLc8Cer;	(Gal)4 (Glc)1 (GlcNAc)3 (Cer)1
G00087	VI6NeuAc-nLc6Cer	(Gal)3 (Glc)1 (GlcNAc)2 (Neu5Ac)1 (Cer)1
G00088	VI3NeuAc-nLc6Cer	(Gal)3 (Glc)1 (GlcNAc)2 (Neu5Ac)1 (Cer)1
G00089	V3Fuc-nLc6Cer	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1
G00090	V3Fuc,III3Fuc-nLc6Cer	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1
G00092	Lactosylceramide;	(Gal)1 (Glc)1 (Cer)1
G00093	Globotriaosylceramide;	(Gal)2 (Glc)1 (Cer)1
G00094	Globoside;	(Gal)2 (GalNAc)1 (Glc)1 (Cer)1
G00095	Forssman antigen, IV3GalNAca-Gb4Cer	(Gal)2 (GalNAc)2 (Glc)1 (Cer)1
G00096	IV3GalNAcb-Gb4Cer	(Gal)2 (GalNAc)2 (Glc)1 (Cer)1
G00097	Galactosylgloboside;	(Gal)3 (GalNAc)1 (Glc)1 (Cer)1
G00098	Monosialylgalactosylgloboside;	(Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1
G00099	Globo-H	(Gal)3 (GalNAc)1 (Glc)1 (LFuc)1 (Cer)1
G00100	V3(NeuAc)2-Gb5Cer	(Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1
G00105	GalGb3Cer	(Gal)3 (Glc)1 (Cer)1
G00108	GM3;	(Gal)1 (Glc)1 (Neu5Ac)1 (Cer)1
G00109	GM2;	(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1
G00110	GM1	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1
G00111	GD1a	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1
G00112	GT1a	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Cer)1
G00113	GD3;	(Gal)1 (Glc)1 (Neu5Ac)2 (Cer)1
G00114	GD2	(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1
G00115	GD1b	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1
G00116	GT1b	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Cer)1
G00117	GQ1b	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)4 (Cer)1
G00118	GT3	(Gal)1 (Glc)1 (Neu5Ac)3 (Cer)1
G00119	GT2	(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Cer)1
G00120	GT1c	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Cer)1
G00121	GQ1c	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)4 (Cer)1
G00122	GP1c	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)5 (Cer)1
G00123	GA2	(Gal)1 (GalNAc)1 (Glc)1 (Cer)1
G00124	GA1	(Gal)2 (GalNAc)1 (Glc)1 (Cer)1
G00125	GM1b	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1
G00126	GD1c	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1
G00127	GD1a	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1
G00128	GT1aalpha	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Cer)1
G00129	GQ1balpha	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)4 (Cer)1
G00130	GM2alpha	(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1
G00131	GM1alpha;	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Cer)1
G00132	GD1beta	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1
G00166	Fucosyl-GM1	(Gal)2 (GalNAc)1 (Glc)1 (LFuc)1 (Neu5Ac)1 (Cer)1
G00167	N-Acetylgalactosaminyl GM1b;	(Gal)2 (GalNAc)2 (Glc)1 (Neu5Ac)1 (Cer)1
G00168	N-Acetylgalactosaminyl GD1a;	(Gal)2 (GalNAc)2 (Glc)1 (Neu5Ac)2 (Cer)1
G00169	9-O-Acetylated GD3;	(Gal)1 (Glc)1 (Neu5Ac)1 (Neu5Ac9Ac)1 (Cer)1
G00170	9-O-Acetylated GT3;	(Gal)1 (Glc)1 (Neu5Ac)2 (Neu5Ac9Ac)1 (Cer)1
G00181	Disialosylglobopentaosylceramide;	(Gal)3 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Cer)1
G00182	7-O-Acetyl-GD3;	(Gal)1 (Glc)1 (Neu5Ac)1 (Neu5Ac7Ac)1 (Cer)1
G00183	9-O-Acetyl-GD2;	(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Neu5Ac9Ac)1 (Cer)1
G00184	9-O-Acetyl-GT2;	(Gal)1 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Neu5Ac9Ac)1 (Cer)1
G00185	9-O-Ac-GD1a	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Neu5Ac9Ac)1 (Cer)1
G00186	9-O-Ac-GT1b	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)2 (Neu5Ac9Ac)1 (Cer)1
G00187	9-O-Ac-GQ1b	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)3 (Neu5Ac9Ac)1 (Cer)1
G00188	9-O-Ac-nLD1	(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)1 (Neu5Ac9Ac)1 (Cer)1
G00189	GalNAcDSLc4;	(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (Neu5Ac)2 (Cer)1
G00190	Disialosyl Lc4Cer;	(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)2 (Cer)1
G00196	VIII3NeuAcV3Fuc-nLc8Cer;	(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)1 (Neu5Ac)1 (Cer)1
G00197	X3NeuAcVII3Fuc-nLc10Cer;	(Gal)5 (Glc)1 (GlcNAc)4 (LFuc)1 (Neu5Ac)1 (Cer)1
G00225	Sialyl-Tn (Gc)	(GalNAc)1 (Neu5Gc)1 (Ser/Thr)1
G00242	Sialyl Lewis x antigen;	(Gal)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1 (R)1
G00243	Lewis x antigen;	(Gal)1 (GlcNAc)1 (LFuc)1
G00244	Chitin;	(GlcNAc)3
G00246	N-Acetyllactosamine	(Gal)1 (GlcNAc)1
G00247	Chacotriose;	(Glc)1 (LRha)2
G00248	F-gitogenin;	(Gal)1 (Glc)2 (Xyl)1
G00249	Raffinose	(Fruf)1 (Gal)1 (Glc)1
G00250	Lewis a antigen	(Gal)1 (GlcNAc)1 (LFuc)1
G00251	PA6;	(Gal)2 (GlcNAc)4 (Man)3 (Neu5Ac)2
G00253	3' sialyllactose (3SLN)	(Gal)1 (GlcNAc)1 (Neu5Ac)1
G00254	Blood group substance H (II)	(Gal)1 (GlcNAc)1 (LFuc)1
G00256	Lewis y antigen	(Gal)1 (GlcNAc)1 (LFuc)2
G00257	sialyl Lewis a antigen	(Gal)1 (GlcNAc)1 (LFuc)1 (Neu5Ac)1
G00258	GM3-NeuGc	(Gal)1 (Glc)1 (Neu5Gc)1 (Cer)1
G00259	Digitoxin;	(Dig)3
G00260	BI6F	(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3
G00262	Ginsenoside;	(Glc)1 (LRha)1
G00263	IV2Fuc,III4Fuc-Lc4-Cer;	(Gal)1 (GlcNAc)1 (LFuc)2
G00264	Abrisaponin ;	(Gal)1 (GlcA)1 (LRha)1
G00265	6'-Sialyllactose;	(Gal)1 (Glc)1 (Neu5Ac)1
G00266	Blood group substance A	(Gal)1 (GalNAc)1 (LFuc)1
G00267	solanine;	(Gal)1 (Glc)1 (LRha)1
G00268	2'-Fucosyllactose;	(Gal)1 (Glc)1 (LFuc)1
G00270	Verbascoside;	(Glc)1 (LRha)1
G00271	Blood group substance B	(Gal)2 (LFuc)1
G00273	Gentiobiose;	(Glc)2
G00275	Maltose;	(Glc)2
G00276	Oligogalacturonan;	(GalA)3
G00277	Maltosaccharide;	(Glc)3
G00278	Stachyose	(Fruf)1 (Gal)2 (Glc)1
G00279	Xylan;	(Xyl)3
G00280	glycopeptide 3;	(Glc)3
G00281	Gal4,4,4TRI	(Gal)3 (GlcNAc)5 (Man)3
G00282	Ginsenoside;	(Glc)2
G00283	Rutin;	(Glc)1 (LRha)1
G00284	Lacto-N-biose	(Gal)1 (GlcNAc)1
G00287	Mannotriose	(Man)3
G00288	LA;	(GlcN)2 (P)1
G00289	Cellobiose;	(Glc)2
G00293	Trehalose	(Glc)2
G00294	IV3SO4GlcA-nLc4-Cer;	(Gal)2 (Glc)1 (GlcA)1 (GlcNAc)1 (S)1 (Cer)1
G00298	Nephritogenic glycopeptide;	(Glc)3
G00301	Glycyrrhizin ;	(GlcA)2
G00304	Linear B type 2 trisaccharide	(Gal)2 (GlcNAc)1
G00305	Gentiosaccharide;	(Glc)3
G00307	Acetyl-gitoxin;	(2,6dribHex3Ac)2 (2,6dribHex3Ac4Ac)1
G00308	Gracillin	(Glc)2 (LRha)1
G00313	3-Fucosyllactose;	(Gal)1 (Glc)1 (LFuc)1
G00316	Alginate;	(LGulA)3 (ManA)3
G00317	GM4	(Gal)1 (Neu5Ac)1 (Cer)1
G00318	Cellotriose;	(Glc)3
G00322	Primeveroside;	(Glc)1 (Xyl)1
G00332	3'-LM1-NeuGc	(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Gc)1 (Cer)1
G00335	Lactodifucotetraose;	(Gal)1 (Glc)1 (LFuc)2
G00337	Commersonine;	(Gal)1 (Glc)3
G00338	Heparin;	(GlcA)1 (GlcN)3 (LIdoA)1 (S)8
G00339	1-Kestose	(Fruf)2 (Glc)1
G00342	GM2-NeuGc	(Gal)1 (GalNAc)1 (Glc)1 (Neu5Gc)1 (Cer)1
G00343	Maltopentaose	(Glc)5
G00346	Mannotriose	(Man)3
G00347	Formosanin-C	(Glc)1 (LRha)3
G00349	Saikosaponin	(Glc)2 (LRha)1
G00351	Saikosaponin	(Fuc)1 (Glc)1
G00353	Chondroitin 4-sulfate;	(GalNAc)1 (L4-en-thrHexA)1 (S)1
G00356	P1;	(Gal)2
G00357	Laminaribiose;	(Glc)2
G00367	Chondroitin 6-sulfate ;	(GalNAc)1 (L4-en-thrHexA)1 (S)1
G00370	Sucrose;	(Fruf)1 (Glc)1
G00371	b1-Tomatine;	(Gal)1 (Glc)2
G00373	Licorice-saponin L3;	(GlcA)1 (LAra)1 (LRha)1
G00375	DS-18;	(GalNAc)1 (L4-en-thrHexA)1
G00376	GM1-NeuGc	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Gc)1 (Cer)1
G00383	Lichenan	(Glc)3
G00386	3'-Galactosyllactose	(Gal)2 (Glc)1
G00389	Isopanose;	(Glc)3
G00390	HNK-1 glycolipid;	(Gal)3 (Glc)1 (GlcA)1 (GlcNAc)2 (S)1 (Cer)1
G00391	LS-Tetrasaccharide b;	(Gal)2 (Glc)1 (GlcNAc)1 (Neu5Ac)1
G00392	iGb4-Cer ;	(Gal)2 (GalNAc)1 (Glc)1 (Cer)1
G00393	PA5	(Gal)2 (GlcNAc)4 (Man)3 (Neu5Ac)1
G00395	Lc4;	(Gal)2 (Glc)1 (GlcNAc)1
G00396	delta DiH-2,N,6triS;	(GlcN)1 (L4-en-thrHexA)1 (S)3
G00402	Dextran;	(Glc)3
G00403	iGb3-Cer	(Gal)2 (Glc)1 (Cer)1
G00404	Kojibiose;	(Glc)2
G00409	Gitonin ;	(Gal)2 (Glc)1 (Xyl)1
G00411	Nystose	(Fruf)3 (Glc)1
G00412	Rhodopsin	(Gal)1 (GlcNAc)3 (Man)3
G00422	Digalonin;	(Gal)2 (Glc)2 (Xyl)1
G00423	hepta-b-glucoside	(Glc)7
G00428	IV4Gala-nLc4-Cer	(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1
G00429	XXXG;	(Glc)4 (Xyl)3
G00433	XXFG;	(Gal)1 (Glc)4 (LFuc)1 (Xyl)3
G00436	3'-Sialyllactose;	(Gal)1 (Glc)1 (Neu5Ac)1
G00438	6-Fucosyl-N,N'-diacetylchitobiose	(GlcNAc)2 (LFuc)1
G00442	Galactan	(Gal)3
G00443	a-Hederin;	(LAra)1 (LRha)1
G00453	GD3-NeuGc-NeuGc	(Gal)1 (Glc)1 (Neu5Gc)2 (Cer)1
G00456	Melezitose	(Fruf)1 (Glc)2
G00457	Maltotetraose	(Glc)4
G00458	Cehrioside;	(Gal)1 (LRha)2
G00459	Cellotetraose	(Glc)4
G00460	kudzusaponin SA1;	(Gal)1 (GlcA)1
G00474	Globo-A;	(Gal)3 (GalNAc)2 (Glc)1 (LFuc)1 (Cer)1
G00476	IV2Fuc-Gg4-Cer	(Gal)2 (GalNAc)1 (Glc)1 (LFuc)1 (Cer)1
G00477	Lacto-N-difucohexaose II;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)2
G00478	6'-Galactosyllactose	(Gal)2 (Glc)1
G00479	Neokestose	(Fruf)2 (Glc)1
G00480	OJV-II;	(Apif)1 (Glc)1
G00481	Spinoside	(Glc)2 (LRha)1
G00482	Azukisaponin V;	(Glc)1 (GlcA)1 (LRha)1
G00485	Mabioside E	(Glc)2 (LRha)1
G00494	NeuGc-nLc6-Cer;	(Gal)3 (Glc)1 (GlcNAc)2 (Neu5Gc)1 (Cer)1
G00497	Ga2-Cer	(Gal)2 (Cer)1
G00499	Minengoside A;	(Fuc)1 (Glc)2 (LRha)1
G00501	Manninotriose	(Gal)2 (Glc)1
G00502	Arabinan	(LAraf)1 (Xyl)3
G00506	Lanatoside	(2,6dribHex3Ac)1 (Dig)2 (Glc)1
G00507	delta-Di-HS-diS2;	(GlcN)1 (L4-en-thrHexA)1 (S)2
G00508	delta Di4,6diS	(GalNAc)1 (L4-en-thrHexA)1 (S)2
G00509	delta-Di-HS-6S	(GlcNAc)1 (L4-en-thrHexA)1 (S)1
G00514	GD3-NeuAc-NeuGc	(Gal)1 (Glc)1 (Neu5Ac)1 (Neu5Gc)1 (Cer)1
G00515	GM3-Neu4Ac5Gc	(Gal)1 (Glc)1 (Neu4Ac5Gc)1 (Cer)1
G00517	Erlose	(Fruf)1 (Glc)2
G00519	Anemarrhenasaponin;	(Gal)1 (Glc)1
G00520	Baiyunoside;	(Glc)1 (Xyl)1
G00521	Mannobiose	(Man)2
G00527	delta Di-2,4diS	(GalNAc)1 (L4-en-thrHexA)1 (S)2
G00528	delta-Di-HS-NS	(GlcN)1 (L4-en-thrHexA)1 (S)1
G00535	Lacto-N-fucopentaitol I;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1
G00536	nLc4;	(Gal)2 (Glc)1 (GlcNAc)1
G00539	Fuc-GD1b;	(Gal)2 (GalNAc)1 (Glc)1 (LFuc)1 (Neu5Ac)2 (Cer)1
G00540	GD1a-NeuGc-NeuGc	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Gc)2 (Cer)1
G00541	cisGM1-NeuGc;	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Gc)1 (Cer)1
G00544	LA-14-HP;	(GlcN)2 (P)1
G00545	Gal4,4,3TRI	(Gal)3 (GlcNAc)5 (Man)3
G00546	Cellopentaose	(Glc)5
G00547	Penta-acetyl-gitoxin	(2,6dribHex3Ac4Ac)1 (Dig)2
G00549	Chitin	(GlcNAc)5
G00552	G4;	(Glc)4
G00553	delta diH-N,6diS;	(GlcN)1 (L4-en-thrHexA)1 (S)2
G00554	delta diH-0S;	(GlcNAc)1 (L4-en-thrHexA)1
G00555	Lacto-N-neohexaose;	(Gal)3 (Glc)1 (GlcNAc)2
G00556	Mannopentaose	(Man)5
G00557	Lacto-N-fucopentaose III;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1
G00559	Saponin;	(Gal)1 (Glc)1 (GlcA)1
G00564	Verbascose	(Fruf)1 (Gal)3 (Glc)1
G00565	Oligofructoside	(Fruf)3 (Glc)1
G00570	Theanderose	(Fruf)1 (Glc)2
G00572	HIV peptide T derivative;	(Gal)1 (Glc)1
G00576	Mannoprotein	(GlcNAc)2 (Man)7
G00579	VIM-2 antigen	(Gal)2 (GlcNAc)2 (LFuc)1 (Neu5Ac)1
G00588	Chikusetsusaponin III	(Glc)2 (Xyl)1
G00593	GM3-de-N-Ac	(Gal)1 (Glc)1 (Neu)1 (Cer)1
G00597	Mac-Cer;	(Glc)1 (Man)1 (Cer)1
G00603	Astragaloside VIII	(GlcA)1 (LRha)1 (Xyl)1
G00609	Heparin;	(GlcA)1 (GlcN)2 (LIdoA)1 (S)6
G00612	FG;	(Gal)1 (Glc)2 (LFuc)1 (Xyl)1
G00613	Ls-10; OJV-VI;	(Fuc)1 (LRha)1 (Xyl)1
G00623	Lacto-N-fucopentaitol II;	(Gal)2 (Glc)1 (GlcNAc)1 (LFuc)1
G00625	Viridopentaose B	(2,6daraHex3NAc)2 (Qui)2 (Qui4NAc)1
G00626	Viridopentaose A	(2,6daraHex3NAc)2 (Qui)3
G00627	Viridopentaose C	(2,6daraHex3NAc)2 (Glc)1 (Qui)2
G00634	Nigerose	(Glc)2
G00637	Pentamannose phosphate	(Man)5 (P)1
G00638	II3Neu5Gc-Lac	(Gal)1 (Glc)1 (Neu5Gc)1
G00639	XXG;	(Glc)3 (Xyl)2
G00642	PSGP;	(Gal)1 (GalNAc)1 (Neu5Gc)1
G00645	Dregeoside;	(6dAll3Me)1 (Cym)2
G00646	Licorice-saponin;	(GlcA)2 (LRha)1
G00652	Dehydrosoyasaponin I;	(Gal)1 (GlcA6Me)1 (LRha)1
G00673	Acarbose	(Glc)2 (Qui4N)1
G00675	VI6NeuAc,III3Fuc-nLc6-Cer	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)1 (Neu5Ac)1 (Cer)1
G00678	VI3Gala-nLc6-Cer	(Gal)4 (Glc)1 (GlcNAc)2 (Cer)1
G00680	Monofucosyllacto-N-hexaose-III;	(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)1
G00683	Fuc-Lac-Cer	(Gal)1 (Glc)1 (LFuc)1 (Cer)1
G00684	Neoagarotetraose	(Gal)2 (L3,6-Anhydro-Gal)2
G00689	Maltoheptaose	(Glc)7
G00690	LacdiNAc	(GalNAc)1 (GlcNAc)1
G00692	Galactosyl pinitol	(Gal)3
G00699	16-epi-chikusaikoside;	(Fuc)1 (Glc)1 (Xyl)1
G00700	b2-tomatine	(Gal)1 (Glc)1 (Xyl)1
G00708	Ap4-Cer;	(GalNAc)1 (Glc)1 (GlcNAc)1 (Man)1 (Cer)1
G00712	delta-Di-HS-UA2S	(GlcNAc)1 (L4-en-thrHexA)1 (S)1
G00716	XLLG;	(Gal)2 (Glc)4 (Xyl)3
G00724	Ap3-Cer;	(Glc)1 (GlcNAc)1 (Man)1 (Cer)1
G00725	Dextrin	(Glc)4
G00730	GD1a-NeuGc-NeuAc	(Gal)2 (GalNAc)1 (Glc)1 (Neu5Ac)1 (Neu5Gc)1 (Cer)1
G00731	IV3Gala,IV2Fuc,II3NeuAc-Gg4-Cer	(Gal)3 (GalNAc)1 (Glc)1 (LFuc)1 (Neu5Ac)1 (Cer)1
